 Nom Ville ;MAJ   ; Code Postal ; Code INSEE ;Code Région; Latitude ; Longitude ; Eloignement 
 Prégilbert ;PREGILBERT   ;89460;89314;11;47.633333;3.666667;1.1
 Préhy ;PREHY   ;89800;89315;11;47.766667;3.766667;0.73
 Provency ;PROVENCY   ;89200;89316;11;47.55;3.95;1.76
 Prunoy ;PRUNOY   ;89120;89317;11;47.916667;3.133333;1.65
 Quarré-les-Tombes ;QUARRE LES TOMBES ;89630;89318;11;47.366667;3.983333;2.42
 Quenne ;QUENNE   ;89290;89319;11;47.783333;3.65;1.22
 Ravières ;RAVIERES   ;89390;89321;11;47.733333;4.216667;2.24
 Rebourseaux ;REBOURSEAUX   ;89600;89322;11;47.95;3.683333;1.06
 Roffey ;ROFFEY   ;89700;89323;11;47.916667;3.916667;1.17
 Ronchères ;RONCHERES   ;89170;89325;11;47.65;3.116667;1.71
 Rosoy ;ROSOY   ;89100;89326;11;48.15;3.316667;1.46
 Rousson ;ROUSSON   ;89500;89327;11;48.1;3.266667;1.21
 Rouvray ;ROUVRAY   ;89230;89328;11;47.9;3.666667;0.79
 Rugny ;RUGNY   ;89430;89329;11;47.9;4.15;2
 Sacy ;SACY   ;89270;89330;11;47.666667;3.816667;1.71
 Sainpuits ;SAINPUITS   ;89520;89331;11;47.516667;3.266667;1.68
 Saint-André-en-Terre-Plaine ;SAINT ANDRE EN TERRE;89420;89333;11;47.483333;4.066667;1.84
 Saint-Aubin-sur-Yonne ;SAINT AUBIN SUR YONNE;89300;89335;11;48;3.35;1.05
 Saint-Brancher ;SAINT BRANCHER  ;89630;89336;11;47.433333;4;2.09
 Saint-Bris-le-Vineux ;SAINT BRIS LE VINEUX;89530;89337;11;47.75;3.633333;1
 Saint-Clément ;SAINT CLEMENT  ;89100;89338;11;48.216667;3.3;1.79
 Sainte-Colombe-sur-Loing ;SAINTE COLOMBE SUR LOING;89520;89340;11;47.566667;3.233333;1.43
 Saint-Cyr-les-Colons ;SAINT CYR LES COLONS;89800;89341;11;47.75;3.733333;1.27
 Saint-Denis ;SAINT DENIS  ;89100;89342;11;48.233333;3.266667;1.87
 Saint-Denis-sur-Ouanne ;SAINT DENIS SUR OUANNE;89120;89343;11;47.816667;3.133333;1.65
 Saint-Fargeau ;SAINT FARGEAU  ;89170;89344;11;47.633333;3.066667;1.89
 Saint-Florentin ;SAINT FLORENTIN  ;89600;89345;11;48;3.733333;0.72
 Saint-Germain-des-Champs ;SAINT GERMAIN DES CHAMPS;89630;89347;11;47.416667;3.916667;2.17
 Saint-Julien-du-Sault ;SAINT JULIEN DU SAULT;89330;89348;11;48.033333;3.3;1.26
 Saint-Léger-Vauban ;SAINT LEGER VAUBAN ;89630;89349;11;47.383333;4.05;2.33
 Saint-Loup-d'Ordon ;SAINT LOUP D ORDON;89330;89350;11;48.016667;3.166667;1.53
 Sainte-Magnance ;SAINTE MAGNANCE  ;89420;89351;11;47.45;4.066667;2.01
 Saint-Martin-des-Champs ;SAINT MARTIN DES CHAMPS;89170;89352;11;47.65;3.033333;2.01
 Saint-Martin-d'Ordon ;SAINT MARTIN D ORDON;89330;89353;11;48.016667;3.183333;1.47
 Saint-Martin-du-Tertre ;SAINT MARTIN DU TERTRE;89100;89354;11;48.216667;3.25;1.79
 Saint-Martin-sur-Armançon ;SAINT MARTIN SUR ARMANCON;89700;89355;11;47.866667;4.066667;2.08
 Saint-Martin-sur-Ocre ;SAINT MARTIN SUR OCRE;89110;89356;11;47.816667;3.333333;0.93
 Saint-Martin-sur-Oreuse ;SAINT MARTIN SUR OREUSE;89260;89357;11;48.3;3.333333;2.2
 Saint-Martin-sur-Ouanne ;SAINT MARTIN SUR OUANNE;89120;89358;11;47.833333;3.1;1.77
 Saint-Maurice-le-Vieil ;SAINT MAURICE LE VIEIL;89110;89360;11;47.816667;3.35;0.87
 Saint-Moré ;SAINT MORE  ;89270;89362;11;47.583333;3.783333;1.35
 Sainte-Pallaye ;SAINTE PALLAYE  ;89460;89363;11;47.65;3.666667;1.02
Saint-Père;PERE   ;89450;89364;11;47.466667;3.766667;1.14
 Saint-Privé ;SAINT PRIVE  ;89220;89365;11;47.683333;3;-1
 Saint-Romain-le-Preux ;SAINT ROMAIN LE PREUX;89116;89366;11;47.933333;3.233333;1.29
 Saints ;SAINTS   ;89520;89367;11;47.616667;3.266667;1.18
 Saint-Sauveur-en-Puisaye ;SAINT SAUVEUR EN PUISAYE;89520;89368;11;47.616667;3.2;1.41
 Saint-Sérotin ;SAINT SEROTIN  ;89140;89369;11;48.25;3.166667;1.95
 Saint-Valérien ;SAINT VALERIEN  ;89150;89370;11;48.183333;3.1;1.77
 Sainte-Vertu ;SAINTE VERTU  ;89310;89371;11;47.75;3.916667;1.19
 Saint-Vinnemer ;SAINT VINNEMER  ;89430;89372;11;47.833333;4.083333;1.76
 Saligny ;SALIGNY   ;89100;89373;11;48.216667;3.35;1.79
 Sambourg ;SAMBOURG   ;89160;89374;11;47.766667;4.016667;1.89
 Santigny ;SANTIGNY   ;89420;89375;11;47.566667;4.116667;1.88
 Sauvigny-le-Beuréal ;SAUVIGNY LE BEUREAL ;89420;89377;11;47.483333;4.116667;1.88
 Sauvigny-le-Bois ;SAUVIGNY LE BOIS ;89200;89378;11;47.5;3.933333;1.76
 Savigny-en-Terre-Plaine ;SAVIGNY EN TERRE PLAINE;89420;89379;11;47.5;4.083333;1.76
 Savigny-sur-Clairis ;SAVIGNY SUR CLAIRIS ;89150;89380;11;48.066667;3.1;1.77
 Sceaux ;SCEAUX   ;89420;89381;11;47.533333;4.016667;1.59
 Seignelay ;SEIGNELAY   ;89250;89382;11;47.9;3.6;0.48
 Sementron ;SEMENTRON   ;89560;89383;11;47.65;3.366667;1.21
 Senan ;SENAN   ;89710;89384;11;47.916667;3.35;0.87
 Sennevoy-le-Bas ;SENNEVOY LE BAS ;89160;89385;11;47.8;4.283333;2.48
 Sennevoy-le-Haut ;SENNEVOY LE HAUT ;89160;89386;11;47.8;4.283333;2.48
 Sépeaux ;SEPEAUX   ;89116;89388;11;47.95;3.233333;1.29
 Septfonds ;SEPTFONDS   ;89170;89389;11;47.7;3.1;1.77
 Serbonnes ;SERBONNES   ;89140;89390;11;48.316667;3.2;2.28
 Sergines ;SERGINES   ;89140;89391;11;48.333333;3.25;2.36
 Sermizelles ;SERMIZELLES   ;89200;89392;11;47.533333;3.8;1.59
 Serrigny ;SERRIGNY   ;89700;89393;11;47.833333;3.916667;1.17
 Sery ;SERY   ;89270;89394;11;47.616667;3.683333;1.31
 Les Sièges ;LES SIEGES  ;89190;89395;11;48.183333;3.516667;1.62
 Sognes ;SOGNES   ;89260;89396;11;48.366667;3.45;2.53
 Sommecaise ;SOMMECAISE   ;89110;89397;11;47.85;3.233333;1.62
 Sormery ;SORMERY   ;89570;89398;11;48.083333;3.766667;1.22
 Soucy ;SOUCY   ;89100;89399;11;48.25;3.316667;1.95
 Sougères-en-Puisaye ;SOUGERES EN PUISAYE ;89520;89400;11;47.566667;3.333333;1.43
 Sougères-sur-Sinotte ;SOUGERES SUR SINOTTE ;89470;89401;11;47.866667;3.616667;1
 Soumaintrain ;SOUMAINTRAIN   ;89570;89402;11;48.016667;3.833333;1.34
 Stigny ;STIGNY   ;89160;89403;11;47.766667;4.233333;2.3
 Subligny ;SUBLIGNY   ;89100;89404;11;48.166667;3.2;1.54
 Taingy ;TAINGY   ;89560;89405;11;47.616667;3.4;1.18
 Talcy ;TALCY   ;89420;89406;11;47.566667;4.066667;1.7
 Tanlay ;TANLAY   ;89430;89407;11;47.833333;4.083333;1.76
 Tannerre-en-Puisaye ;TANNERRE EN PUISAYE ;89350;89408;11;47.733333;3.133333;1.65
 Tharoiseau ;THAROISEAU   ;89450;89409;11;47.466667;3.8;1.92
 Tharot ;THAROT   ;89200;89410;11;47.533333;3.866667;1.59
 Theil-sur-Vanne ;THEIL SUR VANNE ;89760;89411;11;48.166667;3.416667;1.54
 Thizy ;THIZY   ;89420;89412;11;47.566667;4.05;1.64
 Thorigny-sur-Oreuse ;THORIGNY SUR OREUSE ;89260;89414;11;48.283333;3.4;2.12
 Tissey ;TISSEY   ;89700;89417;11;47.85;3.9;1.11
 Tonnerre ;TONNERRE   ;89700;89418;11;47.85;3.966667;1.34
 Toucy ;TOUCY   ;89130;89419;11;47.733333;3.3;1.05
 Trévilly ;TREVILLY   ;89420;89421;11;47.533333;4.066667;1.7
 Trichey ;TRICHEY   ;89430;89422;11;47.933333;4.133333;1.94
 Tronchoy ;TRONCHOY   ;89700;89423;11;47.916667;3.95;1.28
 Trucy-sur-Yonne ;TRUCY SUR YONNE ;89460;89424;11;47.633333;3.666667;1.1
 Turny ;TURNY   ;89570;89425;11;48.033333;3.75;1.22
 Val-de-Mercy ;VAL DE MERCY ;89580;89426;11;47.683333;3.583333;0.95
 Vallan ;VALLAN   ;89580;89427;11;47.75;3.533333;1.33
 Vallery ;VALLERY   ;89150;89428;11;48.233333;3.05;1.95
 Vareilles ;VAREILLES   ;89760;89429;11;48.166667;3.466667;1.89
Varennes;   ;89144;89430;11;47.9;3.783333;0.69
 Vassy ;VASSY   ;89420;89431;11;47.566667;4.166667;-1
 Vaudeurs ;VAUDEURS   ;89320;89432;11;48.133333;3.55;1.37
 Vault-de-Lugny ;VAULT DE LUGNY ;89200;89433;11;47.5;3.85;1.76
 Vaumort ;VAUMORT   ;89320;89434;11;48.15;3.433333;1.7
 Vaux ;VAUX   ;89290;89435;11;47.75;3.583333;1.02
 Venizy ;VENIZY   ;89210;89436;11;48.033333;3.716667;2.15
 Venouse ;VENOUSE   ;89230;89437;11;47.9;3.683333;0.68
 Venoy ;VENOY   ;89290;89438;11;47.8;3.633333;1.47
 Vergigny ;VERGIGNY   ;89600;89439;11;47.966667;3.716667;0.55
 Verlin ;VERLIN   ;89330;89440;11;48.016667;3.233333;1.29
 Vermenton ;VERMENTON   ;89270;89441;11;47.666667;3.733333;1.05
 Vernoy ;VERNOY   ;89150;89442;11;48.083333;3.116667;1.71
 Véron ;VERON   ;89510;89443;11;48.133333;3.3;1.37
 Vertilly ;VERTILLY   ;89260;89444;11;48.35;3.383333;2.45
 Vézannes ;VEZANNES   ;89700;89445;11;47.866667;3.866667;1.37
 Vézelay ;VEZELAY   ;89450;89446;11;47.466667;3.733333;1.92
 Vézinnes ;VEZINNES   ;89700;89447;11;47.883333;3.95;1.28
 Vignes ;VIGNES   ;89420;89448;11;47.533333;4.116667;1.88
 Villeblevin ;VILLEBLEVIN   ;89720;89449;11;48.316667;3.083333;2.28
 Villebougis ;VILLEBOUGIS   ;89150;89450;11;48.2;3.15;1.7
 Villechétive ;VILLECHETIVE   ;89320;89451;11;48.1;3.5;1.21
 Villecien ;VILLECIEN   ;89300;89452;11;48;3.333333;1.4
 Villefargeau ;VILLEFARGEAU   ;89240;89453;11;47.783333;3.5;1.4
 Villemanoche ;VILLEMANOCHE   ;89140;89456;11;48.3;3.183333;2.2
 Villemer ;VILLEMER   ;89113;89457;11;47.916667;3.483333;1.25
 Villenavotte ;VILLENAVOTTE   ;89140;89458;11;48.25;3.233333;1.95
 Villeneuve-la-Dondagre ;VILLENEUVE LA DONDAGRE ;89150;89459;11;48.133333;3.133333;1.65
 Villeneuve-la-Guyard ;VILLENEUVE LA GUYARD ;89340;89460;11;48.333333;3.066667;2.36
 Villeneuve-l'Archevêque ;VILLENEUVE L ARCHEVEQUE ;89190;89461;11;48.233333;3.55;1.87
 Villeneuve-les-Genêts ;VILLENEUVE LES GENETS ;89350;89462;11;47.733333;3.1;1.77
 Villeneuve-Saint-Salves ;VILLENEUVE SAINT SALVES ;89230;89463;11;47.85;3.65;1.25
 Villeneuve-sur-Yonne ;VILLENEUVE SUR YONNE ;89500;89464;11;48.083333;3.3;1.13
 Villeperrot ;VILLEPERROT   ;89140;89465;11;48.266667;3.233333;2.03
 Villeroy ;VILLEROY   ;89100;89466;11;48.166667;3.183333;1.7
 Villethierry ;VILLETHIERRY   ;89140;89467;11;48.266667;3.066667;2.22
 Villevallier ;VILLEVALLIER   ;89330;89468;11;48.016667;3.316667;1.54
 Villiers-les-Hauts ;VILLIERS LES HAUTS ;89160;89470;11;47.733333;4.15;2
 Villiers-Louis ;VILLIERS LOUIS  ;89760;89471;11;48.183333;3.4;1.62
 Villiers-Saint-Benoît ;VILLIERS SAINT BENOIT ;89130;89472;11;47.783333;3.216667;1.38
 Villiers-sur-Tholon ;VILLIERS SUR THOLON ;89110;89473;11;47.883333;3.333333;0.93
 Villiers-Vineux ;VILLIERS VINEUX  ;89360;89474;11;47.933333;3.816667;0.81
 Villon ;VILLON   ;89740;89475;11;47.9;4.183333;2.12
 Villy ;VILLY   ;89800;89477;11;47.866667;3.75;1.17
 Vincelles ;VINCELLES   ;89290;89478;11;47.7;3.633333;1.02
 Vincelottes ;VINCELOTTES   ;89290;89479;11;47.716667;3.633333;0.69
 Vinneuf ;VINNEUF   ;89140;89480;11;48.35;3.133333;2.45
 Vireaux ;VIREAUX   ;89160;89481;11;47.783333;4.05;1.64
 Viviers ;VIVIERS   ;89700;89482;11;47.8;3.916667;1.18
 Voisines ;VOISINES   ;89260;89483;11;48.25;3.383333;1.95
 Volgré ;VOLGRE   ;89710;89484;11;47.916667;3.316667;1.35
 Voutenay-sur-Cure ;VOUTENAY SUR CURE ;89270;89485;11;47.55;3.783333;1.52
 Yrouerre ;YROUERRE   ;89700;89486;11;47.783333;3.95;1.35
 Andelnans ;ANDELNANS   ;90400;90001;73;47.6;6.866667;1.04
 Angeot ;ANGEOT   ;90150;90002;73;47.7;7.016667;1.37
 Anjoutey ;ANJOUTEY   ;90170;90003;73;47.7;6.933333;1.22
 Argiésans ;ARGIESANS   ;90800;90004;73;47.6;6.816667;1.8
 Auxelles-Bas ;AUXELLES BAS  ;90200;90005;73;47.733333;6.783333;2.3
 Auxelles-Haut ;AUXELLES HAUT  ;90200;90006;73;47.75;6.766667;2.56
 Banvillars ;BANVILLARS   ;90800;90007;73;47.6;6.816667;1.8
 Bavilliers ;BAVILLIERS   ;90850;90008;73;47.616667;6.833333;1.54
 Beaucourt ;BEAUCOURT   ;90500;90009;73;47.483333;6.916667;2.1
 Belfort ;BELFORT   ;90000;90010;73;47.633333;6.866667;1.04
 Bermont ;BERMONT   ;90400;90011;73;47.583333;6.85;1.29
 Bessoncourt ;BESSONCOURT   ;90160;90012;73;47.65;6.933333;1.22
 Bethonvilliers ;BETHONVILLIERS   ;90150;90013;73;47.683333;6.966667;0.97
 Boron ;BORON   ;90100;90014;73;47.566667;7.016667;1.24
 Botans ;BOTANS   ;90400;90015;73;47.6;6.85;1.29
 Bourg-sous-Châtelet ;BOURG SOUS CHATELET ;90110;90016;73;47.7;6.95;1.36
 Bourogne ;BOUROGNE   ;90140;90017;73;47.566667;6.916667;1.54
 Brebotte ;BREBOTTE   ;90140;90018;73;47.583333;6.966667;0.98
 Bretagne ;BRETAGNE   ;90130;90019;73;47.6;7;1.14
 Buc ;BUC   ;90800;90020;73;47.616667;6.783333;2.3
 Charmois ;CHARMOIS   ;90140;90021;73;47.566667;6.933333;0.82
 Châtenois-les-Forges ;CHATENOIS LES FORGES ;90700;90022;73;47.566667;6.85;1.29
 Chaux ;CHAUX   ;90330;90023;73;47.716667;6.833333;1.54
 Chavanatte ;CHAVANATTE   ;90100;90024;73;47.583333;7.066667;2
 Chavannes-les-Grands ;CHAVANNES LES GRANDS ;90100;90025;73;47.583333;7.05;1.74
 Chèvremont ;CHEVREMONT   ;90340;90026;73;47.633333;6.916667;1.48
 Courtelevant ;COURTELEVANT   ;90100;90028;73;47.516667;7.083333;2.25
 Cravanche ;CRAVANCHE   ;90300;90029;73;47.65;6.833333;1.54
 Croix ;CROIX   ;90100;90030;73;47.45;6.95;2.61
 Cunelières ;CUNELIERES   ;90150;90031;73;47.633333;7;1.1
 Danjoutin ;DANJOUTIN   ;90400;90032;73;47.616667;6.866667;1.04
 Delle ;DELLE   ;90100;90033;73;47.5;7;1.85
 Denney ;DENNEY   ;90160;90034;73;47.65;6.916667;0.45
 Dorans ;DORANS   ;90400;90035;73;47.583333;6.833333;1.54
 Eguenigue ;EGUENIGUE   ;90150;90036;73;47.666667;6.933333;1.58
 Éloie ;ELOIE   ;90300;90037;73;47.683333;6.866667;1.04
 Essert ;ESSERT   ;90850;90039;73;47.633333;6.816667;1.8
 Faverois ;FAVEROIS   ;90100;90043;73;47.516667;7.033333;1.59
 Felon ;FELON   ;90110;90044;73;47.7;6.983333;1.22
 Fêche-l'Église ;FECHE L EGLISE ;90100;90045;73;47.5;6.95;1.85
 Florimont ;FLORIMONT   ;90100;90046;73;47.5;7.066667;2
 Fontaine ;FONTAINE   ;90150;90047;73;47.666667;7;0.98
 Fontenelle ;FONTENELLE   ;90340;90048;73;47.616667;6.95;0.25
 Foussemagne ;FOUSSEMAGNE   ;90150;90049;73;47.633333;7;1.1
 Frais ;FRAIS   ;90150;90050;73;47.65;6.983333;0.73
 Froidefontaine ;FROIDEFONTAINE   ;90140;90051;73;47.566667;6.95;0.82
 Giromagny ;GIROMAGNY   ;90200;90052;73;47.75;6.833333;1.99
 Grandvillars ;GRANDVILLARS   ;90600;90053;73;47.55;6.966667;1.08
 Grosmagny ;GROSMAGNY   ;90200;90054;73;47.716667;6.883333;1.74
 Grosne ;GROSNE   ;90100;90055;73;47.566667;7;0.98
 Joncherey ;JONCHEREY   ;90100;90056;73;47.533333;7;1.34
 Lachapelle-sous-Chaux ;LACHAPELLE SOUS CHAUX ;90300;90057;73;47.7;6.816667;1.8
 Lachapelle-sous-Rougemont ;LACHAPELLE SOUS ROUGEMONT ;90360;90058;73;47.716667;7.016667;1.48
 Lacollonge ;LACOLLONGE   ;90150;90059;73;47.666667;6.966667;0.71
 Lagrange ;LAGRANGE   ;90150;90060;73;47.683333;6.983333;0.97
 Lamadeleine-Val-des-Anges ;LAMADELEINE VAL DES ANGES;90170;90061;73;47.766667;6.916667;2.24
 Larivière ;LARIVIERE   ;90150;90062;73;47.666667;7;0.98
 Lebétain ;LEBETAIN   ;90100;90063;73;47.483333;6.983333;2.1
 Lepuix-Neuf ;LEPUIX NEUF  ;90100;90064;73;47.533333;7.1;2.5
 Lepuix ;LEPUIX   ;90200;90065;73;47.766667;6.816667;2.24
 Leval ;LEVAL   ;90110;90066;73;47.733333;6.983333;1.73
 Menoncourt ;MENONCOURT   ;90150;90067;73;47.666667;6.95;1.08
 Méziré ;MEZIRE   ;90120;90069;73;47.533333;6.916667;1.34
 Montbouton ;MONTBOUTON   ;90500;90070;73;47.466667;6.916667;2.36
 Montreux-Château ;MONTREUX CHATEAU  ;90130;90071;73;47.616667;7;0.98
 Morvillars ;MORVILLARS   ;90120;90072;73;47.55;6.933333;1.08
 Moval ;MOVAL   ;90400;90073;73;47.583333;6.883333;0.86
 Novillard ;NOVILLARD   ;90340;90074;73;47.6;6.966667;1.27
 Offemont ;OFFEMONT   ;90300;90075;73;47.666667;6.883333;1
 Pérouse ;PEROUSE   ;90160;90076;73;47.633333;6.9;1.39
 Petit-Croix ;PETIT CROIX  ;90130;90077;73;47.616667;6.983333;1.14
 Phaffans ;PHAFFANS   ;90150;90080;73;47.666667;6.933333;1.58
 Réchésy ;RECHESY   ;90370;90081;73;47.5;7.116667;2.75
 Recouvrance ;RECOUVRANCE   ;90140;90083;73;47.566667;6.983333;1.54
 Reppe ;REPPE   ;90150;90084;73;47.666667;7.033333;1.49
 Romagny-sous-Rougemont ;ROMAGNY SOUS ROUGEMONT ;90110;90086;73;47.716667;6.966667;1.48
 Roppe ;ROPPE   ;90380;90087;73;47.666667;6.916667;0.71
 Rougegoutte ;ROUGEGOUTTE   ;90200;90088;73;47.733333;6.85;1.73
 Rougemont-le-Château ;ROUGEMONT LE CHATEAU ;90110;90089;73;47.733333;6.966667;1.73
 Saint-Dizier-l'Évêque ;SAINT DIZIER L EVEQUE;90100;90090;73;47.466667;6.966667;2.36
 Saint-Germain-le-Châtelet ;SAINT GERMAIN LE CHATELET;90110;90091;73;47.7;6.966667;1.22
 Sermamagny ;SERMAMAGNY   ;90300;90093;73;47.7;6.833333;1.54
 Sevenans ;SEVENANS   ;90400;90094;73;47.583333;6.866667;1.04
 Suarce ;SUARCE   ;90100;90095;73;47.566667;7.083333;2.25
 Thiancourt ;THIANCOURT   ;90100;90096;73;47.533333;7;1.34
 Urcerey ;URCEREY   ;90800;90098;73;47.6;6.8;2.05
 Valdoie ;VALDOIE   ;90300;90099;73;47.666667;6.85;1.29
 Vauthiermont ;VAUTHIERMONT   ;90150;90100;73;47.683333;7.033333;1.52
 Vellescot ;VELLESCOT   ;90100;90101;73;47.566667;7.016667;1.24
 Vescemont ;VESCEMONT   ;90200;90102;73;47.75;6.85;1.99
 Vétrigne ;VETRIGNE   ;90300;90103;73;47.666667;6.9;1.53
 Vézelois ;VEZELOIS   ;90400;90104;73;47.6;6.916667;2.21
 Villars-le-Sec ;VILLARS LE SEC ;90100;90105;73;47.45;7;2.61
 Abbéville-la-Rivière ;ABBEVILLE LA RIVIERE ;91150;91001;82;48.35;2.166667;2.08
 Angerville ;ANGERVILLE   ;91670;91016;82;48.316667;2;2.42
 Angervilliers ;ANGERVILLIERS   ;91470;91017;82;48.583333;2.066667;1.7
 Arpajon ;ARPAJON   ;91290;91021;82;48.583333;2.25;0.3
 Arrancourt ;ARRANCOURT   ;91690;91022;82;48.333333;2.166667;2.25
 Athis-Mons ;ATHIS MONS  ;91200;91027;82;48.716667;2.4;1.61
 Authon-la-Plaine ;AUTHON LA PLAINE ;91410;91035;82;48.45;1.95;2.53
 Auvernaux ;AUVERNAUX   ;91830;91037;82;48.533333;2.483333;1.87
 Auvers-Saint-Georges ;AUVERS SAINT GEORGES ;91580;91038;82;48.483333;2.233333;1.09
 Avrainville ;AVRAINVILLE   ;91630;91041;82;48.566667;2.25;1.26
 Ballainvilliers ;BALLAINVILLIERS   ;91160;91044;82;48.666667;2.283333;1.11
 Baulne ;BAULNE   ;91590;91047;82;48.5;2.35;0.82
 Bièvres ;BIEVRES   ;91570;91064;82;48.75;2.216667;1.94
 Blandy ;BLANDY   ;91150;91067;82;48.316667;2.258333;2.42
 Boigneville ;BOIGNEVILLE   ;91720;91069;82;48.333333;2.366667;2.25
 Bois-Herpin ;BOIS HERPIN  ;91150;91075;82;48.366667;2.233333;1.91
 Boissy-la-Rivière ;BOISSY LA RIVIERE ;91690;91079;82;48.366667;2.15;1.91
 Boissy-le-Cutté ;BOISSY LE CUTTE ;91590;91080;82;48.466667;2.283333;1.25
 Boissy-le-Sec ;BOISSY LE SEC ;91870;91081;82;48.466667;2.083333;1.43
 Boissy-sous-Saint-Yon ;BOISSY SOUS SAINT YON;91790;91085;82;48.55;2.216667;0.33
 Bondoufle ;BONDOUFLE   ;91070;91086;82;48.616667;2.383333;1.05
 Boullay-les-Troux ;BOULLAY LES TROUX ;91470;91093;82;48.683333;2.05;1.71
 Bouray-sur-Juine ;BOURAY SUR JUINE ;91850;91095;82;48.516667;2.3;0.41
 Boussy-Saint-Antoine ;BOUSSY SAINT ANTOINE ;91800;91097;82;48.683333;2.533333;2.29
 Boutervilliers ;BOUTERVILLIERS   ;91150;91098;82;48.45;2.05;2.45
 Bouville ;BOUVILLE   ;91880;91100;82;48.433333;2.3;1.24
 Brétigny-sur-Orge ;BRETIGNY SUR ORGE ;91220;91103;82;48.616667;2.316667;0.6
 Breuillet ;BREUILLET   ;91650;91105;82;48.566667;2.166667;1
 Brières-les-Scellés ;BRIERES LES SCELLES ;91150;91109;82;48.45;2.133333;1.44
 Briis-sous-Forges ;BRIIS SOUS FORGES ;91640;91111;82;48.616667;2.116667;1.16
 Brouy ;BROUY   ;91150;91112;82;48.316667;2.266667;2.42
 Brunoy ;BRUNOY   ;91800;91114;82;48.7;2.5;2.01
 Bruyères-le-Châtel ;BRUYERES LE CHATEL ;91680;91115;82;48.6;2.2;1
 Buno-Bonnevaux ;BUNO BONNEVAUX  ;91720;91121;82;48.35;2.383333;2.08
 Bures-sur-Yvette ;BURES SUR YVETTE ;91440;91122;82;48.7;2.166667;1.44
 Cerny ;CERNY   ;91590;91129;82;48.466667;2.316667;0.91
 Châlo-Saint-Mars ;CHALO SAINT MARS ;91780;91130;82;48.433333;2.066667;1.57
 Chalou-Moulineux ;CHALOU MOULINEUX  ;91740;91131;82;48.383333;2.016667;1.98
 Chamarande ;CHAMARANDE   ;91730;91132;82;48.516667;2.216667;0.59
 Champcueil ;CHAMPCUEIL   ;91750;91135;82;48.516667;2.45;1.6
 Champlan ;CHAMPLAN   ;91160;91136;82;48.7;2.266667;1.44
 Champmotteux ;CHAMPMOTTEUX   ;91150;91137;82;48.35;2.316667;2.08
 Chatignonville ;CHATIGNONVILLE   ;91410;91145;82;48.466667;1.933333;2.67
 Chauffour-lès-Étréchy ;CHAUFFOUR LES ETRECHY ;91580;91148;82;48.5;2.166667;0.74
 Cheptainville ;CHEPTAINVILLE   ;91630;91156;82;48.55;2.266667;0.79
 Chevannes ;CHEVANNES   ;91750;91159;82;48.533333;2.433333;1.46
 Chilly-Mazarin ;CHILLY MAZARIN  ;91380;91161;82;48.7;2.3;1.44
 Congerville ;CONGERVILLE   ;91740;91173;82;48.383333;1.983333;2.26
 Corbeil-Essonnes ;CORBEIL ESSONNES  ;91100;91174;82;48.6;2.483333;1.87
 Corbreuse ;CORBREUSE   ;91410;91175;82;48.5;1.95;2.53
 Le Coudray-Montceaux ;LE COUDRAY MONTCEAUX ;91830;91179;82;48.566667;2.5;2.01
 Courances ;COURANCES   ;91490;91180;82;48.433333;2.466667;1.74
 Courcouronnes ;COURCOURONNES   ;91080;91182;82;48.616667;2.4;1.19
 Courson-Monteloup ;COURSON MONTELOUP  ;91680;91186;82;48.6;2.15;1
 Crosne ;CROSNE   ;91560;91191;82;48.716667;2.45;1.61
 Dannemois ;DANNEMOIS   ;91490;91195;82;48.45;2.466667;1.74
 D'Huison-Longueville ;D HUISON LONGUEVILLE ;91590;91198;82;48.45;2.333333;1.08
 Dourdan ;DOURDAN   ;91410;91200;82;48.533333;2.016667;1.98
 Draveil ;DRAVEIL   ;91210;91201;82;48.683333;2.416667;1.32
 Écharcon ;ECHARCON   ;91540;91204;82;48.566667;2.4;1.19
 Égly ;EGLY   ;91520;91207;82;48.583333;2.216667;0.33
 Épinay-sous-Sénart ;EPINAY SOUS SENART ;91860;91215;82;48.683333;2.516667;2.15
 Épinay-sur-Orge ;EPINAY SUR ORGE ;91360;91216;82;48.666667;2.333333;1.1
 Estouches ;ESTOUCHES   ;91660;91222;82;48.3;2.133333;2.58
 Étampes ;ETAMPES   ;91150;91223;82;48.433333;2.15;1.24
 Étiolles ;ETIOLLES   ;91450;91225;82;48.633333;2.466667;1.74
 Étréchy ;ETRECHY   ;91580;91226;82;48.5;2.2;0.57
 Évry ;EVRY   ;91090;91228;82;48.633333;2.45;1.6
 La Ferté-Alais ;LA FERTE ALAIS ;91590;91232;82;48.483333;2.35;0.77
 Fleury-Mérogis ;FLEURY MEROGIS  ;91700;91235;82;48.633333;2.366667;1.36
 Fontaine-la-Rivière ;FONTAINE LA RIVIERE ;91690;91240;82;48.35;2.15;2.08
 Fontenay-lès-Briis ;FONTENAY LES BRIIS ;91640;91243;82;48.616667;2.15;0.88
 Fontenay-le-Vicomte ;FONTENAY LE VICOMTE ;91540;91244;82;48.55;2.4;1.19
 La Forêt-le-Roi ;LA FORET LE ROI;91410;91247;82;48.483333;2.033333;1.85
 La Forêt-Sainte-Croix ;LA FORET SAINTE CROIX;91150;91248;82;48.383333;2.233333;1.75
 Forges-les-Bains ;FORGES LES BAINS ;91470;91249;82;48.616667;2.1;1.29
